class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X0,72.3,143.2164,2.0318,10.2384,6.2829,17.9682,21.6831,0.7766,-0.0325,-0.0101,15.77,0.422,0.1283,0.1065,2.1479,0.5317,23.7037,253.17
X0,67.6111,137.6518,-1.7982,10.3683,9.7697,21.7982,25.6366,1.1234,0.0674,-0.0174,15.91,0.1,0.039,0.0932,2.4282,0.8883,32.1377,249.146
X0,70.1778,141.5473,0.7864,10.4627,12.6175,19.2136,23.1222,1.5013,-0.0787,-0.0084,15.69,0.724,0.118,0.0323,2.212,0.6796,64.3815,277.982
X0,72.3,127.3,1.2691,10.6564,17.2464,18.7309,26.114,1.0983,-0.1253,-0.0093,15.78,0.621,0.0864,0.0621,2.9954,0.6257,47.5034,258.346
X0,68.7,128.88,2.74,10.5636,20.2509,17.26,24.5728,1.0209,-0.1847,-0.0092,15.95,0.201,0.0357,0.0278,1.6436,0.3963,56.445,253.188
X0,63.4889,133.9582,5.3382,10.8893,28.8718,34.6618,45.4012,0.9307,-0.1998,-0.0042,15.74,0.096,0.0831,0.0779,3.2522,0.7898,56.4706,264.136
X0,74.9111,144.0364,2.1645,10.2601,7.8728,17.8355,23.0469,1.0068,-0.1309,-0.0079,15.72,0.443,0.0697,0.1071,2.6464,0.8133,69.5103,264.272
X0,77.2222,138.2127,-0.4636,10.3788,15.3128,20.4636,28.349,0.8877,0.1475,-0.0077,15.66,0.59,0.1229,0.089,1.5425,0.7193,29.8217,264.272
X0,72.6667,136.38,2.1927,10.4815,12.06,17.8073,25.1118,0.9662,-0.0926,-0.013,15.75,0.573,0.07,0.036,2.8571,0.9329,29.2027,274.94
X0,68.6556,132.9482,1.2673,10.557,17.2427,18.7327,25.3075,1.0703,-0.3959,-0.0062,15.85,0.181,0.0887,0.1012,1.4307,0.7642,37.0221,269.128
X0,67.2778,136.0373,1.14,10.559,15.3046,18.86,26.5409,1.0699,-0.1101,-0.0131,15.85,0.257,0.0806,0.0782,2.6348,1.0135,58.891,265.268
X0,62.9778,145.8309,-5.0245,10.0681,8.8157,25.0245,32.3293,0.7652,0.1703,-0.003,15.73,0.183,0.0817,0.0937,3.109,0.8962,113.3333,268.11
X0,69.8,135.22,-0.1545,10.6066,16.9064,20.1545,26.8979,1.0925,0.1104,-0.0164,15.73,0.651,0.0934,0.0381,2.3749,0.6815,21.3577,250.206
X0,65.1667,132.9436,18.2809,10.5395,22.6964,21.7191,29.8969,1.0279,0,-0.0053,15.83,0.411,0.0286,0.0714,2.0287,1.0803,89.9297,264.034
X0,67.7778,137.4273,-3.6155,10.5448,18.8973,23.6155,28.9358,1.0248,-0.1839,-0.0093,15.69,0.613,0.1061,0.0861,1.3007,1.0186,63.3557,264.272
X0,67.9889,153.43,-4.6636,10.1165,17.1263,24.6636,33.7771,0.8408,-0.1068,-0.0127,15.8,0.368,0.0911,0.0857,2.0231,0.7477,42.6036,269.484
X0,72.0778,139.3318,-4.6736,10.3705,12.7581,24.6736,31.3776,0.7891,0,-0.0086,15.74,0.399,0.0837,0.0631,2.8634,0.8787,37.1553,264.272
X0,70.6111,138.11,8.1418,10.0134,7.8558,11.8582,15.8955,1.0197,-0.0782,-0.0101,15.75,0.704,0.044,0.105,2.476,0.9079,63.6025,262.962
X0,76.1667,132.4045,1.7082,10.4393,13.7437,18.2918,23.195,1.2168,0.1819,-0.0102,15.71,0.413,0.0734,0.0858,1.7295,0.815,77.8325,267.64
X0,70.0222,142.7164,-4.9018,10.3993,16.1773,24.9018,31.879,0.9936,0.1969,-0.011,15.82,0.714,0.08,0.1017,1.9194,0.7159,28.2139,264.272
X0,75.6778,128.0018,4.4445,10.5788,10.4532,15.5555,18.0095,1.0458,-0.1936,-0.0106,15.73,0.417,0.044,0.0909,1.3766,0.7093,54.5882,265.984
X0,67.9,140.1118,-0.3773,10.4607,8.5627,20.3773,25.9834,1.0403,-0.1447,-0.0111,15.77,0.461,0.1283,0.0336,2.3884,0.6259,38.7824,253.024
X0,69.3778,146.9227,-6.5391,10.2241,13.6636,26.5391,33.0144,1.174,-0.0639,-0.0089,15.9,0.398,0.0792,0.0254,3.0266,1.1525,33.7079,266.484
X0,66.1556,151.6327,-4.4845,9.7288,9.7001,24.4845,29.3998,0.9094,0.2093,-0.0095,15.78,0.103,0.0324,0.0852,2.2953,0.5888,74.6386,264.272
X0,68.2,126.8355,6.2045,10.3977,11.4436,13.7955,21.3495,0.9854,0.4672,-0.003,15.8,0.528,0.0784,0.0765,5.0813,1.0918,136.0996,267.56
X0,67.8,129.1218,3.8964,10.4632,11.4237,16.1036,21.9235,1.0494,-0.0893,-0.0054,15.66,0.248,0.0591,0.0683,1.7477,1.0891,64.9652,261.806
X0,66.7333,125.1391,2.9373,10.7411,21.89,17.0627,24.2706,1.1253,-0.2952,-0.0102,15.65,0.222,0.0571,0.0263,1.9345,0.9916,42.0538,264.272
X0,75.0889,130.2891,1.3009,10.5081,10.6702,18.6991,23.4987,1.1153,-0.0218,-0.0092,15.73,0.428,0.0916,0.0621,2.5299,1.0216,19.6721,264.272
X0,67.5222,140.6955,16.2418,10.287,13.9691,23.7582,30.5545,0.9783,0.3648,-0.0071,15.85,0.135,0.0683,0.0246,2.9196,0.9683,43.739,268.064
X0,69.9222,143.4345,-5.2327,10.3165,13.3545,25.2327,31.0075,0.9973,0.0792,-0.0124,15.75,0.623,0.0779,0.1017,2.5177,0.7159,35.6275,247.332
X0,74.5222,132.4145,-0.6727,10.6657,13.6667,20.6727,26.1735,1.0432,0.087,-0.0112,15.89,0.232,0.0393,0.108,2.8333,0.9725,29.3333,265.788
X0,72.3333,130.7009,0.5364,10.617,12.5367,19.4636,24.0135,0.9329,0.2858,-0.0132,15.78,0.562,0.1123,0.1003,2.1887,1.0404,45.4115,254.844
X0,67.8,129.1218,3.8964,10.4632,11.4237,16.1036,21.9235,1.0494,-0.0893,-0.0054,15.66,0.248,0.0591,0.0683,1.7477,1.0891,64.9652,261.806
X0,70.7889,142.8055,1.7736,10.3115,14.3336,18.2264,25.5794,0.9136,-0.0672,-0.0094,15.73,0.605,0.0461,0.0356,2.9721,0.4722,69.241,264.272
X0,76.6333,134.6855,-1.67,10.4555,13.5009,21.67,29.1767,0.968,0.0744,-0.0104,15.7,0.545,0.0603,0.0858,3.5341,0.815,47.9042,272.33
X0,67.4556,132.3436,1.5018,10.3865,9.0364,18.4982,23.6088,0.8499,-0.1541,-0.0075,15.89,0.185,0.0732,0.0998,3.9325,0.7928,61.4357,263.176
X0,72.6778,125.2918,0.9736,10.7396,11.3003,19.0264,22.9832,0.9022,-0.0167,-0.0139,15.57,0.722,0.1082,0.1003,2.8289,0.8229,30.2976,253.912
X0,68.6556,132.9482,1.2673,10.557,17.2427,18.7327,25.3075,1.0703,-0.3959,-0.0062,15.85,0.181,0.0887,0.1012,1.4307,0.7642,37.0221,269.128
X0,67.9333,123.9618,2.8745,10.7024,12.6869,17.1255,22.8489,0.8803,-0.369,-0.0113,15.85,0.505,0.0262,0.097,3.8732,0.8752,31.9645,250.292
X0,70.6444,129.7645,5.0473,10.4124,12.1605,14.9527,20.2979,0.9471,0.0842,-0.0096,15.67,0.356,0.0691,0.086,2.0025,0.5632,48.1046,264.272
X0,68.1556,146.0818,-13.3573,10.32,21.1246,33.3573,41.8842,1.0739,0.1229,-0.0059,15.83,0.33,0.0881,0.0816,1.2483,1.148,84.5666,264.272
X0,72.9333,138.8509,-5.4691,10.4016,11.0934,25.4691,31.0165,0.8965,0.2407,-0.0092,15.93,0.157,0.1161,0.1112,1.9698,0.656,28.1843,254.244
X0,68.8,146.1582,-0.4173,10.127,11.4469,20.4173,27.1259,0.9373,-0.1597,-0.0108,15.96,0.098,0.0343,0.0806,4.4533,0.6987,34.1801,264.906
X0,69.8111,123.9455,3.6809,10.798,7.6719,16.3191,19.1895,0.9328,-0.0089,-0.0123,15.93,0.534,0.1189,0.0818,1.7714,0.746,41.5902,256.598
X0,68.1333,123.3764,5.65,10.6075,13.1343,14.35,20.0533,1.0309,-0.2358,-0.0111,15.85,0.624,0.0262,0.0929,3.8735,1.0393,33.3709,252.686
X0,69.2,142.4791,-2.3391,10.0977,13.5051,22.3391,29.1587,0.7827,0.0659,-0.01,15.88,0.544,0.0341,0.0868,2.0532,0.8231,73.0924,271.98
X0,70.0889,126.8536,22.8809,10.5969,12.6155,17.1191,23.0468,1.0692,0.1238,-0.0037,15.81,0.355,0.0223,0.0759,2.0947,1.0407,111.9454,264.042
X0,65.2,125.0091,-15.1964,11.0379,27.869,35.1964,38.7128,1.3231,0.1504,-0.0063,15.77,0.07,0.0373,0.0778,1.1931,0.9836,87.3016,259.704
X0,64.1,136.5273,0.0855,10.3441,19.53,19.9145,29.085,0.8125,-0.1813,-0.0071,15.95,0.175,0.0311,0.0283,2.9734,0.9072,77.6014,266.738
X0,72.0778,128.8873,4.7545,10.7373,6.6745,15.2455,19.4363,0.9784,-0.0494,-0.0091,15.56,0.761,0.0852,0.0315,3.1368,0.9274,39.4521,264.272
X0,68.6111,122.32,6.1527,10.6893,13.4136,13.8473,17.735,1.0085,0.169,-0.0129,15.85,0.51,0.0806,0.0915,1.0932,0.9639,54.8792,250.676
X0,66.2111,132.2891,4.0736,10.3939,8.7378,15.9264,17.8882,1.4054,-0.1805,-0.013,15.58,0.546,0.119,0.1011,2.181,0.4817,33.7812,249.892
X0,63.0556,139.4282,9.1882,10.646,13.3354,30.8118,37.258,1.0739,0.0015,-0.0086,15.92,0.091,0.0781,0.0968,2.903,0.5593,45.152,264.772
X0,63.3556,129.5745,23.9945,10.6448,17.4936,16.0055,23.4847,1.0761,-0.1776,-0.0066,15.74,0.251,0.06,0.0768,1.9468,0.8007,66.7932,259.02
X0,71.6556,134.7545,-3.9045,10.2848,12.1618,23.9045,30.2138,0.9468,0.1224,-0.0132,15.84,0.467,0.1004,0.0733,2.4752,1.0359,27.3504,251.154
X0,67.0889,144.2382,-3.54,10.4942,16.8346,23.54,32.7742,0.5007,-0.0969,-0.0111,15.86,0.43,0.0397,0.03,2.1173,0.5742,51.5254,264.272
X0,67.5778,129.1973,2.28,10.4413,9.9055,17.72,23.4612,0.8086,-0.1138,-0.0116,15.97,0.157,0.0413,0.1019,3.2801,0.7153,26.8108,264.444
X0,71.1,130.0773,2.5855,10.7259,15.7709,17.4145,23.8635,0.8951,0.0761,-0.0086,15.62,0.598,0.1205,0.0328,1.6564,0.8198,50.1458,271.406
X0,70.8111,135.11,-1.9573,10.524,12.8818,21.9573,27.0214,1.0361,-0.1734,-0.0111,15.98,0.461,0.0291,0.0639,4.1297,0.5836,55.0169,265.082
X0,70.2,149.1491,-5.3355,10.0312,13.3228,25.3355,32.4414,1.1709,-0.2762,-0.0093,15.75,0.392,0.0679,0.0254,2.7721,1.1525,74.3935,267.316
X0,74.5778,124.8309,7.3164,10.571,12.6009,12.6836,16.8961,1.0497,0.1878,-0.0105,15.8,0.503,0.0911,0.0896,1.3683,0.713,75.9193,247.666
X0,61.7444,125.6173,24.4727,10.4092,3.3254,15.5273,19.7605,1.2755,-0.0388,-0.005,15.76,0.166,0.0625,0.0529,2.3407,0.4221,100.7557,264.272
X0,63.9444,128.41,26.7064,10.3079,13.69,13.2936,20.443,1.0378,0.1167,-0.0062,15.74,0.221,0.06,0.0785,2.6167,0.8007,54.6185,259.444
X0,72.8,136.1127,-2.0209,10.6582,18.4464,22.0209,28.6912,0.8836,0.235,-0.0126,15.69,0.482,0.0621,0.0353,1.1722,0.9186,27.8607,272.68
X0,70.6444,129.7645,5.0473,10.4124,12.1605,14.9527,20.2979,0.9471,0.0842,-0.0096,15.67,0.356,0.0691,0.086,2.0025,0.5632,48.1046,264.272
X0,67.2333,132.3464,-2.5036,10.8915,16.6836,22.5036,28.2316,0.9361,-0.1691,-0.0115,15.73,0.356,0.1064,0.0373,2.3285,1.0186,61.7391,264.272
X0,70.2222,137.3291,-2.6655,10.5644,12.7551,22.6655,28.1985,0.9145,-0.1386,-0.009,15.95,0.109,0.0304,0.0764,2.2718,0.5836,72.2222,252.85
X0,70.5333,139.3873,-0.5327,10.3226,17.0963,20.5327,29.4663,0.9191,-0.0064,-0.0112,15.7,0.524,0.0609,0.1017,2.9847,0.7719,41.9175,268.062
X0,64.0333,159.8082,7.7745,10.0843,17.3355,32.2255,39.9106,0.9857,0.0968,-0.0047,15.93,0.129,0.0767,0.0964,1.6249,0.7747,106.383,265.704
X0,63.3556,129.5745,23.9945,10.6448,17.4936,16.0055,23.4847,1.0761,-0.1776,-0.0066,15.74,0.251,0.06,0.0768,1.9468,0.8007,66.7932,259.02
X0,68.3333,124.4091,5.9073,10.5311,8.7619,14.0927,19.9156,0.7965,0.0765,-0.0047,15.75,0.091,0.0679,0.0909,2.4824,0.7642,85.7909,265.924
X0,75.8,134.1555,1.2955,10.4411,10.2928,18.7045,21.7509,1.4815,-0.0602,-0.0108,15.77,0.531,0.0993,0.1068,2.2769,1.0199,22.2997,275.502
X0,67.7778,137.4273,-3.6155,10.5448,18.8973,23.6155,28.9358,1.0248,-0.1839,-0.0093,15.69,0.613,0.1061,0.0861,1.3007,1.0186,63.3557,264.272
X0,74.9,129.5836,4.5355,10.4294,8.3718,15.4645,18.6383,1.0452,-0.0575,-0.012,15.71,0.577,0.1048,0.0692,2.0856,0.6644,70.8333,264.272
X0,71.5556,135.0464,2.8236,10.5389,13.9973,17.1764,24.5318,0.9683,-0.2208,-0.0131,15.71,0.501,0.0546,0.0328,3.3135,0.9525,29.0353,264.272
X0,63.3778,126.2627,22.7927,10.5052,12.36,17.2073,24.8429,0.9557,0.0581,-0.0051,15.77,0.582,0.1179,0.0529,3.2629,1.0551,147.4201,261.144
X0,69.6889,140.9345,-2.9973,10.4259,16.74,22.9973,29.8097,1.0754,0.1457,-0.007,15.87,0.076,0.0668,0.0969,2.868,0.8345,51.3369,268.87
X0,70.9778,133.6082,2.1982,10.6505,18.49,17.8018,25.0963,1.0897,-0.092,-0.0107,15.54,0.456,0.0917,0.1044,2.2856,0.6066,73.9181,264.75
X0,69.5889,140.6836,-1.1527,10.3642,14.5554,21.1527,26.9974,1.0084,-0.1453,-0.0101,15.8,0.357,0.044,0.0263,2.6256,0.832,37.4846,263.496
X0,74.1,144.7291,-3.4391,10.3302,9.054,23.4391,28.2662,0.8268,-0.2731,-0.0113,15.77,0.689,0.0358,0.0863,1.0188,0.7852,49.4481,263.144
X0,68.7667,139.6191,-0.3736,10.3671,10.6183,20.3736,26.4354,0.921,-0.1858,-0.0107,15.95,0.359,0.0215,0.0848,2.6553,0.7643,62.9108,272.62
X0,64.7889,134.13,-17.3591,10.9652,35.1191,34.9191,47.6581,0.8551,0.037,-0.0084,15.8,0.108,0.072,0.0792,3.0397,0.6302,33.383,260.794
X0,60.9222,156.3145,9.5227,9.8395,21.0827,30.4773,40.9448,0.9518,-0.053,-0.0053,15.83,0.109,0.0437,0.0224,2.4372,0.9368,54.8463,263.494
X0,70.5111,127.4127,4.4682,10.8024,7.7718,15.5318,20.4223,0.9981,-0.0926,-0.0087,15.72,0.69,0.0905,0.0783,2.9282,0.4722,78.4993,264.272
X0,65.0778,133.5982,22.4736,10.3268,9.9538,17.5264,22.8371,1.1173,0.1309,-0.0016,15.84,0.554,0.0322,0.0243,7.5898,1.1054,65.1163,264.272
X0,65.3667,148.9636,-1.2991,10.1156,33.4336,33.0082,45.4755,1.0133,0.5176,-0.0049,15.75,0.433,0.0679,0.0968,2.417,0.7574,56.1743,264.272
X0,68.3333,132.89,0.4027,10.4425,21.129,19.5973,27.2715,1.0259,0.1889,-0.0096,15.8,0.183,0.044,0.0278,2.2712,0.3963,41.5045,267.446
X0,65.9111,139.8855,-0.0191,10.4265,14.2545,20.0191,27.3069,0.8615,-0.3732,-0.0132,15.96,0.526,0.0343,0.0599,2.7578,0.6335,18.1303,250.556
X0,67.9667,139.3227,-0.1209,10.268,14.9973,20.1209,28.8518,1.0146,0.0881,-0.0076,15.9,0.43,0.0384,0.0769,4.5757,0.8807,67.3267,253.846
X0,64.9778,125.6118,1.5927,10.7404,17.5891,18.4073,25.6928,0.9953,0.36,-0.0115,15.73,0.099,0.1064,0.0913,1.6363,0.8716,95.3413,259.096
X0,67.4333,143.9818,-4.9336,10.6086,13.4246,24.9336,30.9695,0.9101,-0.0451,-0.0081,15.57,0.45,0.0554,0.03,2.4414,0.6056,67.6923,278.072
X0,72.2444,127.6664,5.6382,10.7493,18.7736,14.3618,23.5333,0.5422,0.0407,-0.0091,15.72,0.445,0.0905,0.0312,2.6235,1.0404,49.3827,248.652
X0,68.2,128.0155,2.8245,10.5182,11.9663,17.1755,23.8635,1.092,0.0168,-0.01,15.9,0.123,0.0792,0.0848,2.0239,0.7928,36,268.032
X0,68.9444,136.08,0.3036,10.5199,15.7254,19.6964,26.336,1.0716,0.4596,-0.0136,15.76,0.118,0.0634,0.0969,2.8587,1.062,46.9294,264.272
X0,73.2,142.56,-1.0982,10.3685,10.2756,21.0982,26.3762,0.8674,-0.0494,-0.0097,15.96,0.372,0.0273,0.085,1.8021,0.6385,44.4444,264.272
X0,70.8667,138.6864,-0.6327,10.3395,13.3636,20.6327,28.9181,0.8738,-0.1013,-0.0119,15.71,0.381,0.1041,0.1087,2.2925,1.0143,26.1328,264.272
X0,74.4444,134.6636,0.59,10.6988,18.0991,19.41,25.6798,1.0947,-0.1096,-0.0129,15.7,0.53,0.0923,0.0353,1.1633,0.9186,23.3236,266.896
X0,68.0444,142.6218,-1.3018,9.7949,10.8428,32.896,41.8842,1.1368,-0.288,-0.0084,15.92,0.427,0.0781,0.0246,1.8863,0.7059,59.4354,264.282
X0,65.4333,124.7418,24.6118,10.6765,15.6664,15.3882,22.1592,1.0274,0.1964,-0.0064,15.68,0.126,0.0586,0.0754,1.5038,0.7613,73.0097,265.176
X0,71.7,143.81,-3.6509,10.1326,5.9923,23.6509,29.6804,0.9813,-0.1326,-0.0125,15.75,0.713,0.0999,0.1051,2.4025,0.8469,39.9202,270.532
X0,68.6444,126.9055,1.89,10.6525,16.0385,18.11,24.9871,0.981,0.2107,-0.0131,15.89,0.451,0.12,0.0932,1.5795,0.587,26.7431,247.658
X0,71.0333,123.8445,6.6827,10.6463,13.7263,13.3173,19.9232,1.1093,0,-0.0101,15.8,0.548,0.0911,0.0871,2.2853,0.9238,59.4059,266.086
X0,72.1111,141.7373,-3.5064,10.5752,15.7082,23.5064,29.7574,0.9153,0.124,-0.0119,15.73,0.151,0.0548,0.0315,2.1005,0.6268,42.7673,264.272
X0,74.9556,142.1055,1.2109,10.2464,5.9698,18.7891,19.5172,1.4215,0.0595,-0.0097,15.86,0.581,0.0496,0.0851,1.4385,1.0199,16.5589,264.272
X0,67.9667,138.5418,15.4555,10.3745,15.2427,24.5445,33.2277,0.8359,0.1284,-0.0067,15.83,0.545,0.0795,0.1013,6.0803,0.9794,52.4345,266.842
X0,68.8778,148.3709,-0.9091,10.0963,9.7,20.9091,27.7301,0.8467,-0.2559,-0.0135,15.51,0.36,0.0884,0.1111,1.6063,0.7611,47.2761,272.74
X0,72.0556,143.1582,2.3091,10.0548,10.8428,17.6909,23.8511,0.8833,0.1745,-0.0111,15.73,0.274,0.0548,0.1051,2.2496,0.9175,32.287,264.272
X0,73.7222,141.69,-2.9727,10.5705,14.8391,22.9727,28.1049,1.4877,0.1916,-0.0122,15.77,0.5,0.0993,0.0326,2.5017,0.7677,44.3077,264.272
X0,75.1778,145.4345,-3.8991,9.8342,3.3288,23.8991,30.4731,0.999,-0.2897,-0.0135,15.72,0.704,0.0905,0.0829,2.1139,0.6254,32.4723,264.272
X0,73.3778,144.2236,-3.65,10.2392,6.2481,23.65,28.6073,1.068,0.2377,-0.0122,15.77,0.301,0.0711,0.1103,2.5175,0.5779,18.7755,247.772
X0,73.9444,145.5445,-4.7682,10.2153,12.0564,24.7682,32.6371,0.951,0.0318,-0.0115,15.56,0.536,0.0852,0.1005,1.552,1.026,30.5677,259.108
X0,67.7778,126.7427,7.71,10.6655,4.8598,12.29,13.2099,1.4518,-0.0834,-0.0114,15.73,0.459,0.0461,0.0318,1.9256,0.4443,29.7268,264.272
X0,67.1556,126.3636,28.4227,10.2766,7.38,11.5773,17.7542,1.2666,-0.056,-0.005,15.76,0.333,0.0625,0.0529,3.0585,0.8446,116.5829,263.176
X0,64.2333,130.3691,-1.7264,10.6231,16.1445,21.7264,29.5367,0.9226,-0.2786,-0.0042,15.93,0.046,0.0472,0.0752,2.8551,0.8693,64.6707,269.128
X0,68.8556,140.2118,14.6455,10.3846,16.1127,25.3545,34.5155,1.0223,0.0778,-0.0056,15.73,0.362,0.1069,0.0952,2.7949,0.7808,97.7778,257.318
X0,67.0222,135.0527,1.0336,10.4132,9.9475,18.9664,24.3057,0.8924,0.1208,-0.0119,15.95,0.256,0.0362,0.0817,3.2653,1.1255,36.2869,270.404
X0,69.2222,132.1136,2.0591,10.6237,18.08,17.9409,24.6557,0.8703,0.0706,-0.0097,15.67,0.556,0.1009,0.0623,2.9862,0.8231,39.3273,253.536
X0,68.7,128.88,2.74,10.5636,20.2509,17.26,24.5728,1.0209,-0.1847,-0.0092,15.95,0.201,0.0357,0.0278,1.6436,0.3963,56.445,253.188
X0,69.3778,142.6145,3.6664,10.0451,9.8418,16.3336,21.3671,0.9487,-0.1124,-0.0126,15.63,0.11,0.0814,0.0819,1.2959,0.7532,30.1288,266.28
X0,68.7,134.9555,1.54,10.2899,17.2573,18.46,27.5268,0.8458,0.0135,-0.0075,15.95,0.104,0.0357,0.0283,4.0469,0.57,120.603,267.416
X0,65.6333,145.3182,14.7073,10.2591,8.2273,25.2927,31.4769,0.9518,0.1212,-0.0112,15.93,0.32,0.0545,0.0915,2.9321,0.4996,51.8436,260.644
X0,65.6,141.2673,-5.1391,10.2103,10.1337,25.1391,31.0753,1.0258,0.1517,-0.0109,15.74,0.608,0.0648,0.1062,2.2019,0.9072,53.211,271.564
X0,70.1556,137.8273,-0.3136,10.4516,14.3272,20.3136,24.218,1.1005,-0.0909,-0.011,16.07,0.763,0.031,0.0326,3.6164,0.7534,63.5641,273.614
X0,67.6333,133.2891,-1.4027,10.4326,15.4681,21.4027,28.4909,0.8751,0.0338,-0.0113,15.8,0.612,0.0777,0.0699,1.7381,0.7053,30.9051,268.65
X0,69.5444,128.3836,3.8264,10.5781,13.4554,16.1736,22.997,0.9543,0.1038,-0.0115,15.78,0.429,0.0324,0.0924,3.0328,1.1255,27.8867,265.922
X0,68.9,136.8,-1.0573,10.4913,18.1719,21.0573,29.012,1.1229,0.0652,-0.012,15.97,0.355,0.0413,0.0775,1.3666,0.7643,62.7615,250.8
X0,67.7222,144.1127,-5.8273,10.3873,22.6591,25.8273,32.6759,0.8801,-0.1638,-0.0139,15.73,0.67,0.0548,0.0956,4.8963,0.4749,34.4086,256.264
X0,68.7667,141.8609,7.7727,10.1182,3.6036,12.2273,15.6295,1.0222,-0.5416,-0.0099,15.85,0.24,0.0887,0.0774,3.9548,0.4389,73.0964,265.6
X0,73.1444,132.0064,1.8582,10.3915,16.01,18.1418,27.0904,0.4724,-0.0052,-0.0093,15.87,0.523,0.0281,0.1067,2.5068,0.9075,46.1126,272.278
X0,62.8778,145.8445,1.1173,10.7943,28.9673,35.0255,49.2895,1.0137,0.1056,-0.0054,15.8,0.342,0.072,0.0993,1.8434,1.0551,150.8046,264.13
X0,63.8222,135.91,-1.4564,10.2923,12.5955,21.4564,28.2871,1.0122,0.0435,-0.0124,15.74,0.174,0.0648,0.0858,1.5864,0.9163,56.5086,264.272
X0,64.9778,125.6118,1.5927,10.7404,17.5891,18.4073,25.6928,0.9953,0.36,-0.0115,15.73,0.099,0.1064,0.0913,1.6363,0.8716,95.3413,259.096
X0,68.9444,129.06,13.5955,10.8197,22.3027,26.4045,34.0436,1.0638,-0.1126,-0.01,15.88,0.125,0.0608,0.0968,3.4807,0.9413,57.2146,261.884
X0,70.2333,144.6182,-4.72,10.3544,17.3991,24.72,34.0215,0.9578,-0.0199,-0.0116,15.61,0.837,0.1244,0.0299,2.6811,0.932,21.5517,271.072
X0,72.2667,141.3564,-2.2382,10.21,10.0306,22.2382,30.0506,0.9971,0.0784,-0.0109,15.77,0.769,0.0916,0.1051,2.3535,0.5317,43.2184,264.272
X0,63.8444,130.1091,22.7418,10.3173,12.5572,17.2582,22.7338,1.0681,-0.0471,-0.0062,15.8,0.104,0.0699,0.0785,2.2798,0.6641,46.9636,261.302
X0,67.1222,149.3436,-10.4455,10.5455,22.38,30.4455,40.4031,0.8782,0.0559,-0.0097,15.47,0.787,0.1257,0.0312,2.3921,0.6163,36.2225,264.272
X0,65.3556,142.9055,-12.1373,10.6289,25.3682,32.1373,41.9354,1.0349,-0.0819,-0.0061,15.73,0.247,0.1069,0.0938,1.5655,0.7574,63.8037,261.04
X0,72.0111,141.1745,-2.4818,10.3718,11.2827,22.4818,30.222,0.8746,-0.2534,-0.0091,16.01,0.599,0.0349,0.0824,1.5416,0.6385,49.2476,268.894
X0,73.6889,126.8636,1.6309,10.7405,16.1182,18.3691,23.7598,1.0591,-0.1571,-0.0074,15.66,0.433,0.0733,0.0662,3.0428,0.8161,41.8919,264.272
X0,63.2556,139.9045,9.6745,10.7876,24.4318,30.3255,39.7935,1.016,-0.0925,-0.0014,15.8,0.421,0.0993,0.0786,2.632,1.0551,122.7273,263.3
X0,76.0222,129.4427,1.1473,10.5665,17.0836,18.8527,27.8836,0.476,5e-4,-0.017,15.77,0.561,0.0883,0.1061,2.091,0.6857,15.2493,265.16
X0,75.5556,129.3791,0.4782,10.6233,14.22,19.5218,25.2876,0.9409,-0.0483,-0.0114,15.52,0.29,0.1192,0.0881,2.462,0.5765,45.6641,264.272
X0,67.7444,127.6555,5.8727,10.4528,17.049,14.1273,19.1839,1.1095,0.1027,-0.0067,15.92,0.584,0.0686,0.0765,2.7624,0.9725,97.0149,264.272
X0,62.8,142.7009,26.9791,9.8398,8.8612,13.0209,19.9475,0.9079,-0.1279,-0.0048,15.8,0.091,0.0331,0.0789,2.7826,0.5955,138.5827,265.184
X0,72.0667,142.1073,-0.7664,10.3173,6.4922,20.7664,25.5758,0.867,0.2845,-0.0122,15.79,0.395,0.0749,0.0935,2.2512,0.3512,22.8805,264.272
X0,70.8111,135.11,-1.9573,10.524,12.8818,21.9573,27.0214,1.0361,-0.1734,-0.0111,15.98,0.461,0.0291,0.0639,4.1297,0.5836,55.0169,265.082
X0,65.3556,142.9055,-12.1373,10.6289,25.3682,32.1373,41.9354,1.0349,-0.0819,-0.0061,15.73,0.247,0.1069,0.0938,1.5655,0.7574,63.8037,261.04
X0,67.9444,131.3264,0.9518,10.6303,16.2372,19.0482,26.3334,0.8905,-0.0057,-0.0071,15.98,0.456,0.0291,0.0623,2.538,0.7681,67.7249,266.496
X0,67.6111,137.6518,-1.7982,10.3683,9.7697,21.7982,25.6366,1.1234,0.0674,-0.0174,15.91,0.1,0.039,0.0932,2.4282,0.8883,32.1377,249.146
X0,70.4778,140.8518,-4.2064,10.2593,13.2627,24.2064,30.9661,0.8067,0,-0.0088,15.79,0.524,0.0987,0.0631,1.4275,0.5478,39.8293,265.036
X0,72.5667,138.1264,-0.2709,10.5896,10.4146,20.2709,25.1055,0.8523,-0.143,-0.0098,15.56,0.172,0.0838,0.0324,1.359,0.9066,35.8056,253.892
X0,72.2444,127.6664,5.6382,10.7493,18.7736,14.3618,23.5333,0.5422,0.0407,-0.0091,15.72,0.445,0.0905,0.0312,2.6235,1.0404,49.3827,248.652
X0,71,134.7582,22.1027,10.4788,17.02,17.8973,25.0401,1.0546,0.2765,-0.0095,15.85,0.164,0.0645,0.0943,3.0642,0.7507,60.0791,264.48
